product_slug,product_name,image_count_ok,total_images,bad_images,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_11,image_12
dress-shoe-studded-prom-loafers,Hunter Green Dress Shoe Studded Prom Loafers,2,2,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/dress-shoe_royal-blue-studded-prom-loafers_1.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/dress-shoe_hunter-green-studded-prom-loafers_1.0.jpg,,,,,,,,,,
dress-shoe-velvet-rhinestone-prom-loafers,Royal Blue Dress Shoe Velvet Rhinestone Prom Loafers,2,2,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/dress-shoe_red-velvet-rhinestone-prom-loafers_1.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/dress-shoe_royal-blue-velvet-rhinestone-prom-loafers_1.0.jpg,,,,,,,,,,
dress-shoe-velvet-studded-prom-loafers,Red Dress Shoe Velvet Studded Prom Loafers,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/dress-shoe_red-velvet-studded-prom-loafers_1.0.jpg,,,,,,,,,,,
jacket-puffer-jacket,Black Jacket Puffer Jacket,4,4,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/jacket_grey-puffer-jacket_1.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/jacket_tan-puffer-jacket_1.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/jacket_camel-puffer-jacket_1.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/jacket_black-puffer-jacket_1.0.jpg,,,,,,,,
jacket-modern-jacket,Black Jacket Modern Jacket,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/jacket_black-modern-jacket_1.0.jpg,,,,,,,,,,,
jacket-sherpa-puffer,Camel Jacket Sherpa Puffer,2,2,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/jacket_grey-sherpa-puffer_1.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/jacket_camel-sherpa-puffer_1.0.jpg,,,,,,,,,,
kid-suit-kids-suit,Royal Blue Kid Suit Kids Suit,2,2,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/kid-suit_black-kids-suit_1.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/kid-suit_royal-blue-kids-suit_1.0.jpg,,,,,,,,,,
kid-tux-kids-tux,Black Kid Tux Kids Tux,2,2,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/kid-tux_royal-blue-kids-tux_1.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/kid-tux_black-kids-tux_1.0.jpg,,,,,,,,,,
mens-blazers-mens-slim-fit-midnight-tuxedo-with-satin-shawl-lapel,Blue Black Mens Blazers Mens Slim Fit Midnight Tuxedo With Satin Shawl Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/mens-blazers_mens-slim-fit-midnight-blue-tuxedo-with-black-satin-shawl-lapel_1.0.jpg,,,,,,,,,,,
mens-double-breasted-suit-classic-check-double-breasted-suit-the-connoisseurs-choice,Brown Mens Double Breasted Suit Classic Check Double Breasted Suit The Connoisseurs Choice,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/mens-double-breasted-suit_classic-brown-check-double-breasted-suit-the-connoisseurs-choice_1.0.jpg,,,,,,,,,,,
mens-blazers-mens-slim-fit-tuxedo-with-satin-shawl-lapel,Navy Blue Mens Blazers Mens Slim Fit Tuxedo With Satin Shawl Lapel,2,2,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/mens-blazers_mens-slim-fit-navy-blue-tuxedo-with-satin-shawl-lapel-1_1.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/mens-blazers_mens-slim-fit-navy-blue-tuxedo-with-satin-shawl-lapel_1.0.jpg,,,,,,,,,,
mens-blazers-mens-slim-fit-light-tuxedo-with-satin-shawl-lapel,Grey Mens Blazers Mens Slim Fit Light Tuxedo With Satin Shawl Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/mens-blazers_mens-slim-fit-light-grey-tuxedo-with-satin-shawl-lapel_1.0.jpg,,,,,,,,,,,
mens-double-breasted-suit-classic-double-breasted-suit-ensemble,Gray Mens Double Breasted Suit Classic Double Breasted Suit Ensemble,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/mens-double-breasted-suit_classic-gray-double-breasted-suit-ensemble_1.0.jpg,,,,,,,,,,,
mens-double-breasted-suit-dream-double-breasted-suit-set,Lavender Mens Double Breasted Suit Dream Double Breasted Suit Set,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/mens-double-breasted-suit_lavender-dream-double-breasted-suit-set_1.0.jpg,,,,,,,,,,,
mens-double-breasted-suit-pastel-pinstripe-double-breasted-suit-casual-chic,Pink Mens Double Breasted Suit Pastel Pinstripe Double Breasted Suit Casual Chic,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/mens-double-breasted-suit_pastel-pink-pinstripe-double-breasted-suit-casual-chic_1.0.jpg,,,,,,,,,,,
mens-double-breasted-suit-ocean-textured-double-breasted-suit-a-splash-of-style,Blue Mens Double Breasted Suit Ocean Textured Double Breasted Suit A Splash OF Style,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/mens-double-breasted-suit_ocean-blue-textured-double-breasted-suit-a-splash-of-style_1.0.jpg,,,,,,,,,,,
mens-double-breasted-suit-sunny-elegance-double-breasted-suit,Yellow Mens Double Breasted Suit Sunny Elegance Double Breasted Suit,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/mens-double-breasted-suit_sunny-elegance-double-breasted-yellow-suit_1.0.jpg,,,,,,,,,,,
mens-double-breasted-suit-pinstripe-double-breasted-suit-executive-precision,Navy Blue Mens Double Breasted Suit Pinstripe Double Breasted Suit Executive Precision,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/mens-double-breasted-suit_navy-blue-pinstripe-double-breasted-suit-executive-precision_1.0.png,,,,,,,,,,,
mens-double-breasted-suit-sage-elegance-double-breasted-suit-set,Mens Double Breasted Suit Sage Elegance Double Breasted Suit Set,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/mens-double-breasted-suit_sage-elegance-double-breasted-suit-set_1.0.jpg,,,,,,,,,,,
mens-sweaters-and-heavy-sweater,White Grey Mens Sweaters And Heavy Sweater,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/mens-sweaters_white-and-grey-heavy-sweater_1.0.jpg,,,,,,,,,,,
mens-tuxedos-mens-classic-three-piece-tuxedo-with-satin-shawl-lapel,Black Mens Tuxedos Mens Classic Three Piece Tuxedo With Satin Shawl Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/mens-tuxedos_mens-classic-black-three-piece-tuxedo-with-satin-shawl-lapel_1.0.png,,,,,,,,,,,
mens-suits-mens-slim-fit-emerald-tuxedo-with-satin-lapel,Green Black Mens Suits Mens Slim Fit Emerald Tuxedo With Satin Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/mens-suits_mens-slim-fit-emerald-green-tuxedo-with-black-satin-lapel_1.0.png,,,,,,,,,,,
mens-sweaters-mens-heavyweight-multi-pattern-knit-sweater,Black White Mens Sweaters Mens Heavyweight Multi Pattern Knit Sweater,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/mens-sweaters_mens-black-white-heavyweight-multi-pattern-knit-sweater_1.0.jpg,,,,,,,,,,,
mens-tuxedos-mens-slim-fit-and-tuxedo-with-satin-lapel,White Black Mens Tuxedos Mens Slim Fit And Tuxedo With Satin Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/mens-tuxedos_mens-slim-fit-white-and-black-tuxedo-with-satin-lapel_1.0.jpg,,,,,,,,,,,
mens-suits-mens-slim-fit-tweed-three-piece-suit,Grey Mens Suits Mens Slim Fit Tweed Three Piece Suit,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/mens-suits_mens-slim-fit-grey-tweed-three-piece-suit_1.0.png,,,,,,,,,,,
mens-tuxedos-mens-slim-fit-classic-tuxedo-with-satin-notch-lapel,Black Mens Tuxedos Mens Slim Fit Classic Tuxedo With Satin Notch Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/mens-tuxedos_mens-slim-fit-classic-black-tuxedo-with-satin-notch-lapel_1.0.jpg,,,,,,,,,,,
mens-tuxedos-mens-slim-fit-double-breasted-tuxedo-with-satin-peak-lapel,Black Mens Tuxedos Mens Slim Fit Double Breasted Tuxedo With Satin Peak Lapel,2,2,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/mens-tuxedos_mens-slim-fit-white-double-breasted-tuxedo-with-black-satin-peak-lapel_1.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/mens-tuxedos_mens-slim-fit-black-double-breasted-tuxedo-with-satin-peak-lapel_1.0.jpg,,,,,,,,,,
mens-suits-mens-slim-fit-light-three-piece-suit,Grey Mens Suits Mens Slim Fit Light Three Piece Suit,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/mens-suits_mens-slim-fit-light-grey-three-piece-suit_1.0.png,,,,,,,,,,,
mens-double-breasted-suit-kct-menswear-light-checkered-double-breasted-suit-breezy-elegance,Blue Mens Double Breasted Suit Kct Menswear Light Checkered Double Breasted Suit Breezy Elegance,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/mens-double-breasted-suit_kct-menswear-light-blue-checkered-double-breasted-suit-breezy-elegance_1.0.jpg,,,,,,,,,,,
mens-tuxedos-mens-slim-fit-light-tuxedo-with-satin-lapel,Grey Mens Tuxedos Mens Slim Fit Light Tuxedo With Satin Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/mens-tuxedos_mens-slim-fit-light-grey-tuxedo-with-satin-lapel-1_1.0.jpg,,,,,,,,,,,
mens-tuxedos-mens-slim-fit-double-breasted-tuxedo-with-satin-lapel,Red Black Mens Tuxedos Mens Slim Fit Double Breasted Tuxedo With Satin Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/mens-tuxedos_mens-slim-fit-red-double-breasted-tuxedo-with-black-satin-lapel_1.0.jpg,,,,,,,,,,,
mens-tuxedos-mens-slim-fit-tuxedo-with-satin-lapel,Royal Blue Black Mens Tuxedos Mens Slim Fit Tuxedo With Satin Lapel,2,2,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/mens-tuxedos_mens-slim-fit-charcoal-grey-tuxedo-with-black-satin-lapel_1.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/mens-tuxedos_mens-slim-fit-royal-blue-tuxedo-with-black-satin-lapel_1.0.jpg,,,,,,,,,,
mens-tuxedos-mens-slim-fit-tuxedo-jacket-with-satin-lapel,Burgundy Black Mens Tuxedos Mens Slim Fit Tuxedo Jacket With Satin Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/mens-tuxedos_mens-slim-fit-burgundy-tuxedo-jacket-with-black-satin-lapel_1.0.jpg,,,,,,,,,,,
mens-tuxedos-mens-slim-fit-three-piece-tuxedo-with-satin-shawl-lapel,Teal Blue Mens Tuxedos Mens Slim Fit Three Piece Tuxedo With Satin Shawl Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/mens-tuxedos_mens-slim-fit-teal-blue-three-piece-tuxedo-with-satin-shawl-lapel_1.0.jpg,,,,,,,,,,,
mens-tuxedos-mens-slim-fit-tuxedo-with-satin-lapels,Royal Blue Mens Tuxedos Mens Slim Fit Tuxedo With Satin Lapels,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/mens-tuxedos_mens-slim-fit-royal-blue-tuxedo-with-satin-lapels_1.0.jpg,,,,,,,,,,,
mens-tuxedos-mens-slim-fit-tuxedo-with-satin-lapel-and-matching-vest,Red Black Mens Tuxedos Mens Slim Fit Tuxedo With Satin Lapel And Matching Vest,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/mens-tuxedos_mens-slim-fit-red-tuxedo-with-black-satin-lapel-and-matching-vest_1.0.jpg,,,,,,,,,,,
nan-and-heavy-sweater,Red Black Nan And Heavy Sweater,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/nan_red-and-black-heavy-sweater_6.0.jpg,,,,,,,,,,,
nan-all-suit-with-vest,White Nan All Suit With Vest,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/nan_all-white-suit-with-vest_2.0.jpg,,,,,,,,,,,
nan-and-tuxedo,Black White Nan And Tuxedo,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/nan_black-and-white-tuxedo_2.0.jpg,,,,,,,,,,,
nan-burgund-sparkle-vest-and-bowtie,Nan Burgund Sparkle Vest And Bowtie,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/nan_burgund-sparkle-vest-and-bowtie_1.0.jpg,,,,,,,,,,,
nan-dazzling-shiny-tuxedo-with-paisley-design-a-showstopper-prom-and-wedding-seasons,Silver Black Nan Dazzling Shiny Tuxedo With Paisley Design A Showstopper Prom And Wedding Seasons,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/nan_dazzling-shiny-silver-tuxedo-with-black-paisley-design-a-showstopper-prom-and-wedding-seasons_2.0.jpg,,,,,,,,,,,
nan-double-breasted-prom-tuxedo-satin-lapel,Black Nan Double Breasted Prom Tuxedo Satin Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/nan_black-double-breasted-prom-tuxedo-satin-lapel_2.0.jpg,,,,,,,,,,,
nan-double-breasted-suit-classic-summer-luxury,Ivory Nan Double Breasted Suit Classic Summer Luxury,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/nan_ivory-double-breasted-suit-classic-summer-luxury_2.0.png,,,,,,,,,,,
nan-double-breasted-tuxedo,White Black Nan Double Breasted Tuxedo,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/nan_white-black-double-breasted-tuxedo_2.0.jpg,,,,,,,,,,,
nan-dress-boot,Black Nan Dress Boot,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/nan_black-dress-boot_6.0.webp,,,,,,,,,,,
nan-dusty-three-piece-suit-timeless-elegance-for,Blue Nan Dusty Three Piece Suit Timeless Elegance For,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/nan_dusty-blue-three-piece-suit-timeless-elegance-for-2025_3.0.jpg,,,,,,,,,,,
nan-elegant-paisley-three-piece-tuxedo-with-velvet-lapel-a-modern-classic-for-prom-and-wedding-seasons,Black Nan Elegant Paisley Three Piece Tuxedo With Velvet Lapel A Modern Classic For Prom And Wedding Seasons,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/nan_elegant-black-paisley-three-piece-tuxedo-with-velvet-lapel-a-modern-classic-for-2024-prom-and-wedding-seasons_2.0.webp,,,,,,,,,,,
nan-elegant-all-satin-paisley-suit-a-sophisticated-choice-for-prom-and-wedding-seasons,Black Nan Elegant All Satin Paisley Suit A Sophisticated Choice For Prom And Wedding Seasons,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/nan_elegant-all-black-satin-paisley-suit-a-sophisticated-choice-for-prom-and-wedding-seasons_2.0.jpg,,,,,,,,,,,
nan-european-prom-tuxedo-shawl-lapel,White Nan European Prom Tuxedo Shawl Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/nan_white-european-prom-tuxedo-2025-shawl-lapel_8.0.jpg,,,,,,,,,,,
nan-elegant-double-breasted-suit-summer-sophistication,Cream Nan Elegant Double Breasted Suit Summer Sophistication,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/nan_elegant-cream-double-breasted-suit-summer-sophistication_2.0.png,,,,,,,,,,,
nan-elegant-design-three-piece-tuxedo-with-satin-lapel-a-sophisticated-choice-for-prom-and-wedding-seasons,White Nan Elegant Design Three Piece Tuxedo With Satin Lapel A Sophisticated Choice For Prom And Wedding Seasons,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/nan_elegant-white-design-three-piece-tuxedo-with-satin-lapel-a-sophisticated-choice-for-2024-prom-and-wedding-seasons_2.0.webp,,,,,,,,,,,
nan-european-prom-tuxedo-velvet-lapel,Burgundy Nan European Prom Tuxedo Velvet Lapel,4,4,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/nan_green-european-prom-tuxedo-2025-velvet-lapel_8.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/nan_black-european-prom-tuxedo-2025-velvet-lapel_9.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/nan_navy-european-prom-tuxedo-2025-velvet-lapel_7.0.webp,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/nan_burgundy-european-prom-tuxedo-2025-velvet-lapel_8.0.jpg,,,,,,,,
nan-exquisite-and-paisley-three-piece-tuxedo-with-velvet-lapel-a-luxurious-choice-for-prom-and-wedding-seasons,Hunter Green Black Nan Exquisite And Paisley Three Piece Tuxedo With Velvet Lapel A Luxurious Choice For Prom And Wedding Seasons,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/nan_exquisite-hunter-green-and-black-paisley-three-piece-tuxedo-with-velvet-lapel-a-luxurious-choice-for-2024-prom-and-wedding-seasons_3.0.webp,,,,,,,,,,,
nan-fall-suit,Black Nan Fall Suit,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/nan_black-fall-suit_2.0.jpg,,,,,,,,,,,
nan-kct-menswear-gift-card,Nan Kct Menswear Gift Card,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/nan_kct-menswear-gift-card_2.0.jpg,,,,,,,,,,,
nan-kct-menswear-glen-plaid-double-breasted-suit-summer-sophistication,Tan Nan Kct Menswear Glen Plaid Double Breasted Suit Summer Sophistication,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/nan_kct-menswear-tan-glen-plaid-double-breasted-suit-summer-sophistication_3.0.jpg,,,,,,,,,,,
nan-light-blush-tuxedo-with-matching-bowtie,Nan Light Blush Tuxedo With Matching Bowtie,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/tie_clean_batch_03/nan_light-blush-tuxedo-with-matching-bowtie_1.0.jpg,,,,,,,,,,,
nan-light-double-breasted-slim-stretch-suit,Blue Nan Light Double Breasted Slim Stretch Suit,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/nan_light-blue-double-breasted-slim-stretch-suit-2025_3.0.jpg,,,,,,,,,,,
nan-light-stretch-suit-sleek-modern-piece-for,Blue Nan Light Stretch Suit Sleek Modern Piece For,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/nan_light-blue-stretch-suit-sleek-modern-2-piece-for-2025_3.0.webp,,,,,,,,,,,
nan-light-slim-fit-stretch-suit-piece,Blue Nan Light Slim Fit Stretch Suit Piece,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/nan_light-blue-slim-fit-stretch-suit-2-piece-2025_2.0.jpg,,,,,,,,,,,
nan-light-tuxedo-with-matching-bowtie,Gold Nan Light Tuxedo With Matching Bowtie,2,2,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/nan_light-orange-tuxedo-with-matching-bowtie_1.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/tie_clean_batch_02/nan_light-gold-tuxedo-with-matching-bowtie_2.0.jpg,,,,,,,,,,
nan-light-three-piece-suit-modern-elegance-for,Blue Nan Light Three Piece Suit Modern Elegance For,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/nan_light-blue-three-piece-suit-modern-elegance-for-2025_3.0.jpg,,,,,,,,,,,
nan-light-three-piece-slim-fit-suit,Blue Nan Light Three Piece Slim Fit Suit,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/nan_light-blue-three-piece-slim-fit-suit-2025_2.0.jpg,,,,,,,,,,,
nan-long-coat,Black Nan Long Coat,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/nan_black-long-coat_5.0.jpg,,,,,,,,,,,
nan-luxurious-and-paisley-three-piece-tuxedo-with-satin-lapel-a-distinguished-pick-for-prom-and-wedding-seasons,Hunter Green Black Nan Luxurious And Paisley Three Piece Tuxedo With Satin Lapel A Distinguished Pick For Prom And Wedding Seasons,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/nan_luxurious-hunter-green-and-black-paisley-three-piece-tuxedo-with-satin-lapel-a-distinguished-pick-for-2024-prom-and-wedding-seasons_3.0.jpg,,,,,,,,,,,
nan-men-s-sequin-lapel-three-piece-prom-tuxedo-bold-elegance-meets-modern-glamour,Burgundy Nan Men S Sequin Lapel Three Piece Prom Tuxedo Bold Elegance Meets Modern Glamour,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/nan_men-s-burgundy-sequin-lapel-three-piece-prom-tuxedo-bold-elegance-meets-modern-glamour_2.0.jpg,,,,,,,,,,,
nan-men-s-sequin-lapel-three-piece-prom-tuxedo-perfect-for-prom,Nan Men S Sequin Lapel Three Piece Prom Tuxedo Perfect For Prom,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/nan_men-s-sequin-lapel-three-piece-prom-tuxedo-perfect-for-prom-2025_20.0.jpg,,,,,,,,,,,
nan-mens-classic-two-piece-tuxedo-with-satin-lapel,White Nan Mens Classic Two Piece Tuxedo With Satin Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/nan_mens-classic-white-two-piece-tuxedo-with-satin-lapel_2.0.jpg,,,,,,,,,,,
nan-mens-double-breasted-light-suit-modern-slim-fit,Grey Nan Mens Double Breasted Light Suit Modern Slim Fit,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/nan_mens-double-breasted-light-grey-suit-modern-slim-fit_3.0.jpg,,,,,,,,,,,
nan-mens-classic-tuxedo-with-satin-shawl-lapel,Black Nan Mens Classic Tuxedo With Satin Shawl Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/nan_mens-classic-black-tuxedo-with-satin-shawl-lapel_2.0.jpg,,,,,,,,,,,
nan-mens-double-breasted-suit-modern-slim-fit,Ivory White Nan Mens Double Breasted Suit Modern Slim Fit,3,3,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/nan_mens-double-breasted-royal-blue-suit-modern-slim-fit_5.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/nan_mens-double-breasted-beige-suit-modern-slim-fit_4.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/nan_mens-double-breasted-ivory-white-suit-modern-slim-fit_4.0.jpg,,,,,,,,,
nan-mens-classic-slim-fit-three-piece-tuxedo-with-satin-lapel,Black Nan Mens Classic Slim Fit Three Piece Tuxedo With Satin Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/nan_mens-classic-slim-fit-black-three-piece-tuxedo-with-satin-lapel_2.0.jpg,,,,,,,,,,,
nan-mens-double-breasted-tuxedo-with-satin-shawl-lapel,Black Nan Mens Double Breasted Tuxedo With Satin Shawl Lapel,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/nan_mens-double-breasted-black-tuxedo-with-satin-shawl-lapel_3.0.jpg,,,,,,,,,,,
nan-mens-dusty-tuxedo-slim-fit-satin-lapel-suit,Rose Nan Mens Dusty Tuxedo Slim Fit Satin Lapel Suit,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/nan_mens-dusty-rose-tuxedo-slim-fit-satin-lapel-suit_3.0.jpg,,,,,,,,,,,
nan-mens-light-paisley-tuxedo-slim-fit-piece-set,Pink Nan Mens Light Paisley Tuxedo Slim Fit Piece Set,2,2,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/nan_mens-light-blue-paisley-tuxedo-slim-fit-3-piece-set_3.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/nan_mens-light-pink-paisley-tuxedo-slim-fit-3-piece-set_3.0.jpg,,,,,,,,,,
nan-mens-paisley-tuxedo-slim-fit-piece-set,White Nan Mens Paisley Tuxedo Slim Fit Piece Set,4,4,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_2/nan_mens-black-paisley-tuxedo-slim-fit-3-piece-set_4.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_4/nan_mens-royal-blue-paisley-tuxedo-slim-fit-3-piece-set_2.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/nan_mens-red-paisley-tuxedo-slim-fit-3-piece-set_3.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/nan_mens-white-paisley-tuxedo-slim-fit-3-piece-set_3.0.jpg,,,,,,,,
nan-mens-light-tuxedo-slim-fit-satin-lapel-suit,Gold Nan Mens Light Tuxedo Slim Fit Satin Lapel Suit,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/batch_1/batch_3/nan_mens-light-gold-tuxedo-slim-fit-satin-lapel-suit_3.0.jpg,,,,,,,,,,,
